,miRNA,Plasma_C1,Plasma_C2,Plasma_C3,Plasma_C4,Plasma_C5,Plasma_C6,Plasma_HP01_T,Plasma_HP02_T,Plasma_HP03_T,Plasma_HP04_T,Plasma_HP01_T,Tissue_HP01_T,Tissue_HP02_T,Tissue_HP03_T,Tissue_HP04_T,Tissue_HP05_T,Tissue_HP01_N,Tissue_HP03_N,Tissue_HP04_N,Tissue_HP05_N
1512,hsa-miR-5087,21,41,38,33,162,143,12,11,0,0,0,0,0,0,0,0,0,0,0,0
1513,hsa-miR-5088-3p,0,88,20,28,114,90,12,0,10,0,0,0,0,0,0,0,0,17,0,10
1514,hsa-miR-5088-5p,20,71,56,86,144,188,13,21,13,0,0,0,0,13,10,0,0,33,0,0
1515,hsa-miR-5089-3p,26,120,122,124,392,321,38,53,34,0,0,0,0,0,0,0,0,0,0,0
1516,hsa-miR-5089-5p,0,48,43,36,116,115,11,14,0,0,0,0,0,0,0,0,0,0,0,12
1517,hsa-miR-509-3-5p,0,12,23,20,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,hsa-miR-509-3p,16,84,17,22,119,109,22,13,16,0,0,62,1966,10,15,16,13,11,0,11
1519,hsa-miR-509-5p,20,87,109,117,91,92,14,12,13,0,0,0,217,0,0,0,0,20,0,0
1520,hsa-miR-5090,116,218,784,243,80,111,0,12,27,37,15,0,0,0,0,0,0,0,0,0
1521,hsa-miR-5091,17,82,56,103,72,79,16,0,16,0,0,0,0,10,14,0,0,20,12,0
1522,hsa-miR-5092,10,17,23,22,76,77,18,0,0,11,37,0,0,0,0,0,0,0,0,0
1523,hsa-miR-5093,0,18,26,25,46,46,0,18,0,0,0,0,0,0,10,0,0,99,0,10
1524,hsa-miR-5094,10,32,35,33,38,54,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1525,hsa-miR-5095,19,67,30,55,216,233,33,11,0,0,0,10,14,39,0,0,18,60,32,0
1526,hsa-miR-5096,25,31,29,31,83,167,25,10,0,14,0,10,0,25,18,12,0,290,0,22
1527,hsa-miR-510-3p,36,116,103,94,119,142,20,31,11,0,0,230,426,362,335,151,327,52,1012,200
1528,hsa-miR-510-5p,13,25,35,32,72,89,0,19,13,0,135,0,18,0,0,0,0,0,0,0
1529,hsa-miR-5100,24,55,70,57,161,233,18,43,31,11,15,27,61,15,49,13,25,27,16,18
1530,hsa-miR-511-3p,0,14,12,16,57,69,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1531,hsa-miR-511-5p,0,10,15,0,41,45,0,0,0,0,0,38,45,35,65,14,15,14,13,25
1532,hsa-miR-512-3p,0,15,22,14,43,74,0,0,0,0,0,0,0,0,71,0,0,0,0,12
1533,hsa-miR-512-5p,76,870,1100,828,163,136,0,12,25,30,13,0,0,0,13,0,0,0,0,0
1534,hsa-miR-513a-3p,0,16,17,19,47,77,0,19,0,0,0,0,16,0,10,0,0,18,0,0
1535,hsa-miR-513a-5p,12,24,13,40,116,116,0,21,0,0,0,0,37,0,0,0,0,0,0,0
1536,hsa-miR-513b-3p,0,38,17,29,37,50,13,0,0,0,0,0,10,0,0,0,0,0,0,0
1537,hsa-miR-513b-5p,0,0,0,15,34,36,0,23,0,0,0,0,14,0,0,0,0,0,0,0
1538,hsa-miR-513c-3p,0,17,14,22,28,43,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1539,hsa-miR-513c-5p,26,119,130,203,68,62,0,10,0,0,24,10,158,0,0,0,0,60,0,0
1540,hsa-miR-514a-3p,0,12,20,0,81,114,0,10,0,0,0,49,1630,0,13,12,10,12,0,0
1541,hsa-miR-514a-5p,88,105,76,107,125,150,1232,71,681,2987,2545,0,155,0,12,10,0,17,0,0
1542,hsa-miR-514b-3p,0,15,15,12,44,83,15,0,0,0,0,0,21,0,11,0,0,0,0,0
1543,hsa-miR-514b-5p,12,63,60,73,77,69,0,0,0,0,0,0,29,0,0,0,0,0,0,0
1544,hsa-miR-515-3p,18,270,29,40,83,87,0,11,0,0,0,0,0,0,27,0,0,0,0,0
1545,hsa-miR-515-5p,15,32,46,48,37,59,0,0,0,0,0,0,0,0,262,0,0,0,0,0
1546,hsa-miR-516a-3p,12,14,16,29,42,35,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1547,hsa-miR-516a-5p,0,28,14,20,51,70,0,0,0,0,0,0,42,0,266,0,0,0,0,0
1548,hsa-miR-516b-3p,0,58,32,38,104,113,0,12,0,0,0,0,0,0,0,0,0,11,0,0
1549,hsa-miR-516b-5p,11,24,19,34,42,60,0,0,10,0,0,0,0,0,180,0,0,0,0,0
1550,hsa-miR-517-5p,0,12,14,19,36,40,0,11,0,0,25,0,0,0,0,0,0,0,0,0
1551,hsa-miR-517a-3p,0,0,0,0,0,17,0,0,0,0,10,0,0,0,50,0,0,0,0,0
1552,hsa-miR-517b-3p,0,0,0,0,0,21,0,0,0,0,0,0,0,0,300,0,0,0,0,0
1553,hsa-miR-517c-3p,0,0,0,0,45,26,0,12,0,0,0,0,0,0,71,0,0,0,0,0
1554,hsa-miR-5186,20,60,61,100,110,95,27,25,0,0,0,0,0,0,26,0,0,0,0,14
1555,hsa-miR-5187-3p,11,48,25,33,131,158,0,10,0,0,0,0,0,0,18,0,0,14,0,14
1556,hsa-miR-5187-5p,19,66,50,42,482,442,25,40,14,16,15,12,11,16,31,13,0,15,17,15
1557,hsa-miR-5188,14,70,40,46,131,150,0,26,0,11,0,0,0,0,0,0,0,0,0,0
1558,hsa-miR-5189-3p,57,163,99,108,720,774,73,111,0,14,0,0,0,0,11,0,0,35,0,10
1559,hsa-miR-5189-5p,29,100,55,100,76,102,17,14,0,0,0,0,0,0,0,0,0,25,0,0
1560,hsa-miR-518a-3p,86,314,260,326,96,62,0,0,10,18,16,0,0,0,48,0,0,0,0,0
1561,hsa-miR-518a-5p,15,36,55,27,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,hsa-miR-518b,40,157,161,181,195,175,17,14,0,0,15,0,0,0,208,0,0,0,0,0
1563,hsa-miR-518c-3p,16,19,12,15,34,42,0,14,18,0,0,0,0,0,98,0,0,0,0,17
1564,hsa-miR-518c-5p,0,0,11,0,27,34,0,0,0,0,0,0,0,0,17,0,0,28,0,0
1565,hsa-miR-518d-3p,42,109,123,165,100,113,0,11,0,0,0,0,0,0,13,0,0,0,0,0
1566,hsa-miR-518e-3p,31,133,169,171,123,130,0,16,14,0,0,0,0,0,44,0,0,0,0,0
1567,hsa-miR-518e-5p,0,0,0,0,24,19,0,0,0,0,0,0,0,0,110,0,0,0,0,0
1568,hsa-miR-518f-3p,0,11,10,0,38,37,0,0,0,0,0,0,0,0,75,0,0,0,0,0
1569,hsa-miR-518f-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
1570,hsa-miR-5190,10,45,49,76,125,138,0,16,17,0,0,0,0,0,28,12,10,18,11,0
1571,hsa-miR-5191,44,93,271,106,195,271,12,73,17,10,0,0,0,0,15,0,0,30,0,11
1572,hsa-miR-5192,0,27,29,19,82,98,0,17,0,0,0,0,0,0,0,0,0,14,0,0
1573,hsa-miR-5193,45,148,199,181,218,216,29,33,12,28,0,0,12,13,16,0,16,52,0,27
1574,hsa-miR-5194,12,28,39,25,142,159,25,10,0,0,79,0,0,0,10,0,0,21,12,0
1575,hsa-miR-5195-3p,32,70,75,90,196,187,16,0,11,19,0,13,19,0,17,0,12,12,11,17
1576,hsa-miR-5195-5p,49,138,169,168,85,70,11,0,34,22,18,0,0,0,14,0,0,0,0,0
1577,hsa-miR-5196-3p,53,88,90,103,426,587,20,46,13,0,0,0,0,0,0,0,0,31,0,0
1578,hsa-miR-5196-5p,36,62,51,49,390,286,37,37,38,12,0,0,0,0,16,0,0,36,0,0
1579,hsa-miR-5197-3p,39,112,118,147,82,105,0,17,0,0,0,0,0,0,0,0,0,19,0,0
1580,hsa-miR-5197-5p,33,256,211,283,105,91,14,45,13,0,0,0,0,0,0,0,0,10,0,0
1581,hsa-miR-519a-3p,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,hsa-miR-519b-3p,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1583,hsa-miR-519b-5p,0,0,0,0,0,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0
1584,hsa-miR-519c-3p,0,20,25,56,44,33,0,0,0,0,0,0,0,0,43,0,0,0,0,0
1585,hsa-miR-519c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
1586,hsa-miR-519d-3p,0,11,18,14,54,71,0,14,0,13,13,0,0,0,30,0,0,0,0,0
1587,hsa-miR-519d-5p,0,74,27,33,36,38,0,10,0,0,0,0,0,0,19,0,0,0,0,0
1588,hsa-miR-519e-3p,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1589,hsa-miR-519e-5p,30,168,204,219,123,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,hsa-miR-520a-3p,16,24,40,35,138,180,15,13,0,0,0,0,0,0,21,0,0,0,0,0
1591,hsa-miR-520a-5p,0,23,13,13,30,18,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1592,hsa-miR-520c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
1593,hsa-miR-520c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1594,hsa-miR-520d-3p,0,26,23,60,47,46,0,0,0,0,0,0,0,0,17,0,0,0,0,0
1595,hsa-miR-520d-5p,0,32,93,41,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,hsa-miR-520e,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,hsa-miR-520f-3p,0,0,0,0,19,15,0,10,0,0,0,0,0,0,36,0,0,0,0,0
1598,hsa-miR-520f-5p,0,23,26,42,24,25,0,0,0,0,0,0,0,0,13,0,0,0,0,0
1599,hsa-miR-520g-3p,0,12,20,37,10,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1600,hsa-miR-520g-5p,0,17,12,19,36,36,0,0,0,0,10,0,0,0,16,0,0,0,0,0
1601,hsa-miR-520h,39,196,230,200,53,77,0,0,0,15,0,0,0,0,51,0,0,0,0,0
1602,hsa-miR-521,0,27,20,26,46,334,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,hsa-miR-522-3p,0,0,12,11,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,hsa-miR-523-3p,13,49,40,52,42,51,0,0,0,0,0,0,0,0,19,0,0,0,0,0
1605,hsa-miR-523-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
1606,hsa-miR-524-3p,0,13,16,24,65,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,hsa-miR-524-5p,0,26,32,40,53,81,0,0,0,0,0,0,0,0,15,0,0,0,0,0
1608,hsa-miR-525-3p,0,27,35,43,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,hsa-miR-525-5p,10,21,23,16,53,52,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1610,hsa-miR-526a,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,hsa-miR-526b-3p,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,hsa-miR-526b-5p,0,0,10,0,37,28,0,0,0,0,0,0,0,0,325,0,0,0,0,0
1613,hsa-miR-527,0,0,0,10,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,hsa-miR-532-3p,84,208,258,217,623,688,45,26,18,17,14,170,183,47,475,72,139,46,71,228
1615,hsa-miR-532-5p,36,109,149,149,226,320,116,35,27,57,103,2998,3677,903,4669,1933,1822,533,2211,3388
1616,hsa-miR-539-3p,20,48,40,36,40,40,0,13,14,0,0,53,118,0,18,10,43,13,34,85
1617,hsa-miR-539-5p,0,21,21,47,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,hsa-miR-541-3p,0,13,14,11,43,54,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1619,hsa-miR-541-5p,20,43,32,40,116,141,0,18,0,0,0,0,0,0,10,0,0,15,0,14
1620,hsa-miR-542-3p,33,58,71,97,99,94,16,26,18,0,0,726,916,174,2264,272,287,50,373,474
1621,hsa-miR-542-5p,38,64,98,79,224,183,38,23,17,15,17,49,62,11,123,31,27,10,42,37
1622,hsa-miR-543,10,34,18,23,25,48,0,0,0,0,0,22,31,0,0,0,20,0,14,0
1623,hsa-miR-544a,10,75,78,106,48,42,0,0,11,0,0,0,18,0,0,0,0,14,0,0
1624,hsa-miR-544b,0,16,14,24,41,43,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1625,hsa-miR-545-3p,0,12,20,16,24,23,0,0,0,0,0,0,13,0,0,0,0,0,0,0
1626,hsa-miR-545-5p,0,58,66,69,55,76,12,10,0,0,18,0,0,0,12,0,0,0,0,0
1627,hsa-miR-548-3p,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,hsa-miR-548a,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,hsa-miR-548a-3p,0,45,10,18,30,27,0,10,0,0,0,12,58,17,45,0,18,0,10,41
1630,hsa-miR-548a-5p,10,17,14,11,57,67,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1631,hsa-miR-548ab,0,35,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,hsa-miR-548ac,31,59,71,57,226,231,34,28,67,0,0,0,0,0,10,0,0,0,0,0
1633,hsa-miR-548ad-3p,20,35,23,24,130,129,21,39,11,0,0,0,0,0,0,0,0,0,0,0
1634,hsa-miR-548ad-5p,51,283,313,315,58,60,0,0,35,24,30,0,21,0,16,0,0,0,0,0
1635,hsa-miR-548ae-3p,0,27,19,19,90,102,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1636,hsa-miR-548ae-5p,0,0,0,10,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,hsa-miR-548ag,0,38,34,50,36,24,0,0,0,0,0,0,0,0,11,0,0,11,0,0
1638,hsa-miR-548ah-5p,0,25,11,13,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,hsa-miR-548ai,0,11,0,10,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,hsa-miR-548aj-3p,0,15,11,17,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,hsa-miR-548aj-5p,0,50,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,hsa-miR-548ak,0,17,16,12,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,hsa-miR-548al,10,30,52,49,29,36,0,0,0,0,0,15,22,0,18,0,0,0,0,0
1644,hsa-miR-548am-3p,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,hsa-miR-548an,0,0,13,10,19,24,0,0,0,0,0,0,12,0,0,0,12,51,20,10
1646,hsa-miR-548ao-3p,27,10,11,29,78,78,0,15,0,0,0,0,0,0,17,0,13,0,0,13
1647,hsa-miR-548ao-5p,27,66,60,80,52,69,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1648,hsa-miR-548ap-3p/548t-3p/548aa,25,57,68,104,109,117,0,10,12,0,0,21,65,17,78,27,20,16,17,38
1649,hsa-miR-548ap-5p/548j-5p,14,41,57,66,53,74,0,0,0,0,12,26,34,39,127,19,44,13,67,62
1650,hsa-miR-548aq-3p,0,0,0,0,0,11,0,0,0,0,0,0,30,0,13,11,10,0,11,0
1651,hsa-miR-548aq-5p,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1652,hsa-miR-548ar-3p,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,hsa-miR-548ar-5p,0,14,0,23,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,hsa-miR-548as-3p,26,139,204,160,34,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1655,hsa-miR-548as-5p,0,0,17,15,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,hsa-miR-548at-3p,47,41,42,44,64,82,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,hsa-miR-548at-5p,0,17,29,21,65,65,0,0,0,11,0,0,0,0,0,0,0,0,10,0
1658,hsa-miR-548au-3p,0,11,17,26,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p,0,29,33,30,35,60,0,0,0,0,0,11,52,0,40,12,15,0,25,29
1660,hsa-miR-548av-5p/548k,0,31,21,39,153,142,25,10,14,0,0,22,49,20,56,21,12,16,24,30
1661,hsa-miR-548aw,0,12,10,19,58,59,0,0,10,0,0,0,45,0,32,13,0,0,17,13
1662,hsa-miR-548ay-3p,14,101,58,81,119,126,19,17,10,17,0,0,0,0,16,0,0,0,0,13
1663,hsa-miR-548ay-5p,0,0,0,0,14,14,0,0,0,0,0,0,13,0,0,0,0,0,0,0
1664,hsa-miR-548az-3p,0,21,12,19,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,hsa-miR-548az-5p,10,39,47,63,34,47,0,0,0,0,0,13,17,12,0,58,0,0,15,14
1666,hsa-miR-548b-3p,14,93,40,69,47,71,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1667,hsa-miR-548b-5p,0,11,0,0,24,40,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1668,hsa-miR-548ba,0,0,10,26,21,29,0,0,0,0,0,50,73,0,17,0,0,11,0,14
1669,hsa-miR-548bb-3p,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,hsa-miR-548bb-5p,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,hsa-miR-548c-3p,0,19,20,43,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,hsa-miR-548d-3p,0,21,28,23,31,31,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1673,hsa-miR-548d-5p,11,0,10,15,13,24,0,0,0,0,12,0,27,10,26,14,11,0,0,0
1674,hsa-miR-548e-3p,12,15,22,28,57,50,0,0,0,0,12,28,46,10,68,21,17,14,41,23
1675,hsa-miR-548e-5p,0,22,18,69,54,70,0,0,0,0,0,0,14,0,14,0,0,12,0,0
1676,hsa-miR-548f-3p,194,254,291,245,21,37,0,45,67,10,19,0,0,0,0,0,0,0,0,0
1677,hsa-miR-548f-5p,15,44,33,48,36,32,0,0,0,0,0,0,13,0,19,0,0,0,0,10
1678,hsa-miR-548g-3p,0,16,29,21,21,31,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1679,hsa-miR-548g-5p,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,hsa-miR-548h-3p,0,0,0,0,0,18,0,0,0,0,0,37,48,0,40,10,19,0,31,30
1681,hsa-miR-548h-5p,11,17,17,25,45,47,0,0,15,0,0,26,47,15,61,0,12,0,0,17
1682,hsa-miR-548i,0,185,28,18,44,67,0,0,0,0,0,0,11,0,0,0,0,11,0,0
1683,hsa-miR-548j-3p,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,hsa-miR-548l,47,174,131,181,81,79,20,17,33,25,16,82,167,302,146,43,102,53,144,211
1685,hsa-miR-548m,0,0,10,10,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,hsa-miR-548n,0,13,0,12,20,28,0,0,13,12,0,0,10,0,12,0,0,0,0,11
1687,hsa-miR-548o-3p,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0
1688,hsa-miR-548p,0,27,63,54,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,hsa-miR-548q,0,18,29,12,33,73,0,0,12,0,0,0,21,0,16,0,0,0,13,0
1690,hsa-miR-548s,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1691,hsa-miR-548t-5p,17,82,95,97,64,54,0,91,0,0,19,0,0,0,42,18,0,12,11,42
1692,hsa-miR-548u,24,19,0,0,13,18,0,0,0,0,30,0,0,0,11,0,0,0,0,0
1693,hsa-miR-548v,15,45,25,29,95,99,13,0,17,0,0,0,0,0,0,0,0,0,0,0
1694,hsa-miR-548w,44,76,83,107,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,hsa-miR-548y,22,25,22,27,46,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,hsa-miR-548z,0,0,0,0,0,14,0,0,0,0,0,10,13,0,21,0,0,0,0,10
1697,hsa-miR-549a,40,82,86,106,98,106,18,0,10,0,15,18,50,16,55,10,0,0,0,0
1698,hsa-miR-550a-3-5p,0,39,48,57,66,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,hsa-miR-550a-3p,0,59,94,44,111,151,0,15,0,0,0,10,15,14,13,0,17,0,13,14
1700,hsa-miR-550a-5p,36,72,70,86,68,76,0,0,16,0,10,0,0,0,0,0,0,0,0,0
1701,hsa-miR-550b-2-5p,13,15,15,12,48,90,23,12,0,0,0,0,0,0,0,0,0,0,0,0
1702,hsa-miR-550b-3p,0,12,14,12,55,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,hsa-miR-551a,23,383,53,103,118,144,16,0,27,14,0,0,0,0,12,23,0,0,0,0
1704,hsa-miR-551b-3p,0,27,14,17,48,76,0,11,0,0,0,15,35,0,0,0,0,0,0,10
1705,hsa-miR-551b-5p,11,86,54,71,135,161,0,19,27,0,0,0,0,0,0,0,0,10,0,0
1706,hsa-miR-552-3p,11,19,16,28,90,101,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1707,hsa-miR-552-5p,13,66,72,54,60,64,0,0,0,0,0,0,0,0,0,22,0,0,0,0
1708,hsa-miR-553,37,134,191,189,116,79,11,0,16,27,0,0,0,0,0,0,0,18,0,0
1709,hsa-miR-554,19,101,97,127,123,133,13,21,0,18,0,0,0,0,0,0,0,21,0,13
1710,hsa-miR-555,10,15,34,30,140,155,0,13,0,0,0,0,0,0,10,0,0,0,0,0
1711,hsa-miR-556-3p,0,28,13,17,64,48,0,0,0,0,0,0,10,0,24,16,0,0,0,0
1712,hsa-miR-556-5p,11,42,40,72,27,39,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1713,hsa-miR-557,14,45,51,33,96,87,16,0,20,10,0,0,0,0,0,0,0,16,0,0
1714,hsa-miR-5571-3p,0,106,153,153,50,83,0,10,0,0,0,51,10,0,19,29,20,29,11,19
1715,hsa-miR-5571-5p,0,24,30,21,48,63,0,0,0,0,0,0,0,0,0,0,0,18,0,0
1716,hsa-miR-5572,20,75,83,107,90,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,hsa-miR-5579-3p,0,15,0,19,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,hsa-miR-5579-5p,0,0,12,19,43,51,0,0,0,0,0,11,0,0,0,0,0,13,0,0
1719,hsa-miR-558,15,45,23,30,95,90,0,0,0,0,0,0,0,0,0,0,0,11,0,12
1720,hsa-miR-5580-3p,11,64,79,71,38,68,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1721,hsa-miR-5580-5p,22,79,110,123,29,34,0,17,0,0,12,0,0,0,0,0,0,0,0,0
1722,hsa-miR-5581-3p,0,51,19,23,83,86,0,21,15,0,0,0,0,0,0,0,0,12,0,0
1723,hsa-miR-5581-5p,31,115,89,179,38,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1724,hsa-miR-5582-3p,0,0,0,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,hsa-miR-5582-5p,0,0,10,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,hsa-miR-5583-3p,0,11,38,53,73,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,hsa-miR-5583-5p,22,35,35,37,90,75,12,13,0,0,0,0,0,0,0,0,0,0,0,0
1728,hsa-miR-5584-3p,12,28,34,28,104,125,11,12,0,0,0,0,0,0,13,0,0,13,10,0
1729,hsa-miR-5584-5p,57,212,185,317,532,468,42,30,31,0,15,0,0,0,13,0,0,11,0,0
1730,hsa-miR-5585-3p,11,36,25,20,106,115,0,0,0,0,0,0,0,0,13,0,0,58,0,0
1731,hsa-miR-5585-5p,0,79,39,40,134,144,0,11,0,0,0,0,0,0,11,0,0,30,0,0
1732,hsa-miR-5586-3p,12,35,24,71,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,hsa-miR-5586-5p,122,308,304,428,61,40,0,0,24,35,22,0,11,0,23,0,11,0,0,0
1734,hsa-miR-5587-3p,28,50,48,81,91,92,0,14,0,19,0,0,0,0,0,0,0,16,0,0
1735,hsa-miR-5587-5p,31,142,222,220,148,152,13,0,10,0,0,0,0,0,10,0,0,15,0,0
1736,hsa-miR-5588-5p,18,57,63,44,94,124,16,12,0,0,11,0,0,0,18,0,0,0,0,0
1737,hsa-miR-5589-3p,12,15,22,15,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,hsa-miR-5589-5p,13,23,26,41,94,77,12,0,18,0,0,0,0,0,0,0,0,0,0,0
1739,hsa-miR-559,0,10,0,10,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,hsa-miR-5590-3p,0,12,13,13,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,hsa-miR-5590-5p,0,14,11,0,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,hsa-miR-5591-3p,0,20,16,22,149,107,28,13,0,0,0,0,0,0,0,0,0,0,0,0
1743,hsa-miR-5591-5p,0,11,12,16,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,hsa-miR-561-3p,46,177,170,162,63,82,0,0,0,0,0,10,0,0,0,12,0,14,0,14
1745,hsa-miR-561-5p,17,32,44,35,55,46,11,0,17,0,0,13,0,0,0,0,0,13,21,24
1746,hsa-miR-562,0,13,19,22,72,70,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1747,hsa-miR-563,0,40,15,17,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,hsa-miR-564,0,19,17,34,53,76,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1749,hsa-miR-566,81,232,185,162,94,91,12,0,11,18,28,0,0,0,0,0,0,47,0,0
1750,hsa-miR-567,21,261,271,287,76,67,0,11,0,0,0,0,0,0,15,0,0,15,13,0
1751,hsa-miR-568,25,69,75,126,58,74,12,0,16,0,0,0,0,0,0,0,0,0,0,0
1752,hsa-miR-5680,171,316,456,231,80,68,12,0,47,52,45,0,0,0,10,0,0,67,0,0
1753,hsa-miR-5681a,0,22,21,20,46,64,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1754,hsa-miR-5681b,0,45,39,33,109,114,78,0,0,0,15,0,0,0,0,0,0,0,0,0
1755,hsa-miR-5682,13,84,79,148,99,97,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1756,hsa-miR-5683,27,36,29,41,130,109,14,12,14,0,0,0,0,0,20,10,0,19,0,12
1757,hsa-miR-5684,10,27,28,44,94,93,0,0,0,0,0,0,0,0,0,0,0,44,0,0
1758,hsa-miR-5685,0,76,44,39,124,118,23,0,21,0,0,0,0,0,0,0,0,19,0,0
1759,hsa-miR-5687,0,30,29,35,80,57,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,hsa-miR-5688,0,15,27,30,44,75,0,12,11,0,0,0,0,0,0,0,0,0,0,0
